,lumber,oil,dollar-index,spy_futures,vix,ten year bond,three year bond,macro_csv\ACDGNO.csv,macro_csv\ADXTNO.csv,macro_csv\ANDENO.csv,macro_csv\AWHMAN.csv,macro_csv\CMRMTSPL.csv,macro_csv\commodity-price-index-300.csv,macro_csv\energy-price-index-300.csv,macro_csv\FF.csv,macro_csv\food-and-beverage-price-index-300.csv,macro_csv\industrial-inputs-price-index-300.csv,macro_csv\IPBUSEQ.csv,macro_csv\IPMAT.csv,macro_csv\IPMINE.csv,macro_csv\IPUTIL.csv,macro_csv\metals-price-index-300.csv,macro_csv\NEWORDER.csv,macro_csv\NPPTTL.csv,macro_csv\PERMIT.csv,macro_csv\PERMIT1.csv,macro_csv\PERMIT5.csv,macro_csv\T10YIE.csv,macro_csv\TCU.csv,macro_csv\UEMPMEAN.csv,real_interest_rate,inflation_consumer_prices_annual,gdp_growth_annual,debt_percent_gdp,net_trades_goods_services,exports_of_goods_services_percent_gdp,imports_of_goods_services_percent_gdp,gni_usd,market_cap_domestic_companies_percent_gdp,merchandise_trade_percent_gdp,labels
2014-11-25,0.0059559261465158,-0.166229476343146,0.0584607677076125,-0.0362668019274663,0.4484901540327972,0.083379045529347,0.1215671211830229,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,0.0059559345,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,-1
2014-11-26,0.0444444444444445,-0.1496578399285927,0.0668959012381054,-0.0143674507310871,0.4442523358015118,0.0779808214221096,0.0934865900383141,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,0.04444444,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,-1
2014-11-28,0.0337477797513321,-0.1889802794569417,0.0570506048123835,-0.0253164556962025,0.4493273901602361,0.094967978042086,0.0782543265613244,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,0.03374791,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,1
2014-12-01,0.0357882283348121,-0.1818727490996398,0.0522993688007211,-0.0175438596491228,0.3447320333747239,0.0891107078039927,0.0590616375344987,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,0.035788298,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,-1
2014-12-02,0.0284275984601718,-0.1828063241106718,0.0473823449159478,-0.0106020446800454,0.4980620634999257,0.0687090490525943,0.07039911308204,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,0.028427482,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,-1
2014-12-03,0.0421559771153268,-0.1980812094195173,0.0519311064718162,-0.0073548059852903,0.5180936344890386,0.0625,0.0608552631578946,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,0.04215598,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,1
2014-12-04,0.0185840707964601,-0.2057597207408126,0.0487298195631529,0.0035478966041559,0.261268800838087,0.0524680704176734,0.0468610266499731,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,0.018584013,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,1
2014-12-05,0.0109144542772861,-0.1980361656620649,0.0512759643916913,0.0047121752419765,0.6103005015590324,0.0555459121680264,0.0334801762114538,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,0.010914445,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,1
2014-12-08,0.024857741838874,-0.2135950776443012,0.0515131008773492,0.0119592875318066,0.687053178212413,0.0661559888579386,0.0226678291194419,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,0.02485776,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,-1
2014-12-09,0.0139135583185316,-0.2039371605896043,0.0483393698364225,0.0450707884140797,1.03973506169436,0.0506263048016699,0.0333741044906517,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,0.013913631,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,-1
2014-12-10,-0.000297353553375,-0.2063289899088859,0.0490347033045124,0.048214751107636,0.9280881136999272,0.0687478077867416,0.0229381894589386,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,-0.00029730797,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,-1
2014-12-11,0.0123867069486405,-0.2065824272700558,0.0586343015377364,0.0380434782608696,1.11287628571604,0.0627849877236057,0.0333333333333332,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,0.01238668,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,-1
2014-12-12,0.0327160493827161,-0.1991737975804072,0.0599318902230654,0.055279665446942,1.2909091602672231,0.0631542219120726,0.0315362931642002,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,0.032716036,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,-1
2014-12-15,0.0153421294875728,-0.1858968010300088,0.0654289387702142,0.0591461026243635,0.5123796305922192,0.0638371890763611,0.0334036568213784,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,0.015342116,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,1
2014-12-16,0.0101133925835121,-0.1909843422758551,0.059515002055076,0.0633775095131872,0.5398009161441162,0.0493805918788712,0.0398940864960282,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,0.010113478,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,-1
2014-12-17,-0.0111311672683513,-0.179586431700112,0.058696646073409,0.0573099415204678,0.2552692737684703,0.0576723242119847,0.0334683811872469,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,-0.011131108,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,1
2014-12-18,-0.0113977204559087,-0.1951369023293828,0.0551377569461448,0.0538163001293661,0.4599674161269134,0.0865351332641053,0.0270789657582108,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,-0.01139766,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,1
2014-12-19,0.0331491712707183,-0.2146708719096551,0.0532339353212936,0.0546490546490545,0.4348958359203403,0.0968248429867411,0.0562489013886449,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,0.033149242,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,1
2014-12-22,0.0313364055299538,-0.1920312179092215,0.053459156042628,0.0458927882761279,0.3606419259065947,0.1027763407484048,0.0561305034204526,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,0.031336427,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,-1
2014-12-23,0.0092879256965945,-0.1961411473380108,0.0616548166736372,0.0432556949065778,0.2639875055884639,0.0824269204622705,0.0818858560794044,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,0.009287953,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,-1
2014-12-24,-0.0034161490683231,-0.1920073967536469,0.0692262807795542,0.044686299615877,0.1457006260006081,0.0688491393857575,0.0708384601863243,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,-0.0034161806,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,-1
2014-12-26,0.0009308098045299,-0.2073732718894009,0.0566094237701992,0.0411689961880559,0.1408132472259244,0.063508064516129,0.0535343035343036,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,0.00093090534,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,-1
2014-12-29,-0.0009247842170159,-0.205342577487765,0.0705569243642787,0.0354027057782273,0.0892723586548054,0.074061548867095,0.0429627083691355,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,-0.00092476606,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,-1
2014-12-30,0.0012341869793273,-0.2073533942692821,0.0795541980461189,0.034665322072356,-0.1722714394416273,0.0834758809442353,0.0387769046805603,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,0.0012341738,1.4693,1.4648,1.8421,96.0756,-446857000000.0,13.6253,16.4814,17061277885983.5,143.1937,23.2868,-1
2014-12-31,-0.0116600184105551,-0.2395737268162722,0.0789162480827099,0.0363156572003016,-0.135055845664926,0.0860085836909869,0.0430531732418526,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,-0.01165998,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,-1
2015-01-02,-0.0184568835098336,-0.2067378112575852,0.0762243885354037,0.0401207395296188,-0.0152116100513993,0.072929120409906,0.0577491737693514,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,-0.018456876,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,-1
2015-01-05,-0.0309247695509962,-0.2230097586029789,0.0752170729155767,0.0363408521303258,-0.1600474587209414,0.0826643894107599,0.0495738389285094,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,-0.030924737,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,1
2015-01-06,-0.0675714698238522,-0.2261176226532517,0.0771985488819158,0.0369026770077558,-0.1649358964275956,0.0714285714285714,0.0532503457814661,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,-0.06757146,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,1
2015-01-07,-0.0623369092490576,-0.1977169933232824,0.0775764768853051,0.0346770155232849,-0.2124849936540014,0.0898991625363185,0.0433132010353753,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,-0.06233692,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,-1
2015-01-08,-0.067630057803468,-0.1883360085607277,0.0897338135404324,0.027043946412921,-0.1965757952748553,0.0885318748931807,0.0532116411227827,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,-0.06763005,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,1
2015-01-09,-0.062481836675385,-0.185717326521924,0.0922966569066685,0.0322258306270297,-0.0920589956488859,0.09380349195481,0.0574553028988022,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,-0.06248182,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,1
2015-01-12,-0.0669166426305162,-0.190816871329418,0.0954783894476196,0.0363795474434305,-0.0785562383359659,0.0893529613146182,0.0638371890763611,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,-0.066916704,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,1
2015-01-13,-0.0703283929090382,-0.206320299946438,0.0952750535054918,0.0366479049405878,0.0689922767163735,0.083777739549286,0.063918966119455,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,-0.070328414,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,-1
2015-01-14,-0.0854082223508975,-0.2148945237587897,0.104889700716594,0.039169065198348,0.0716586423394229,0.0678980673849836,0.0601437839733474,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,-0.08540821,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,-1
2015-01-15,-0.0818208009219245,-0.2953770771197272,0.1071470170289095,0.0266699900299103,0.063878340452893,0.067377105534548,0.0433043478260868,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,-0.081820786,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,-1
2015-01-16,-0.0986954055587068,-0.2702273929138021,0.1066832662369394,0.0284928767808048,0.125,0.0635382771022434,0.0437445319335083,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,-0.09869546,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,-1
2015-01-20,-0.0777464788732394,-0.303042934556065,0.0982544454543337,0.0184696569920843,0.1433251428773612,0.0686761431752012,0.0375414702287411,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,-0.07774651,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,-1
2015-01-21,-0.06355455568054,-0.274547803617571,0.1071282476829396,0.0180451127819549,0.1528013778894086,0.0655653950953678,0.041557534485769,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,-0.063554585,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,-1
2015-01-22,-0.0504964539007092,-0.3007117437722419,0.1115907947538987,-0.0032548823234852,0.0969387217228676,0.0824232081911262,0.0477518299058903,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,-0.0504964,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,-1
2015-01-23,-0.0712074303405573,-0.3029115934356802,0.1041656980798735,0.0032882256228659,0.1002615162822633,0.0926621160409555,0.0597769257581037,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,-0.071207404,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,-1
2015-01-26,-0.0584192439862542,-0.324150498445707,0.0985944892847201,-0.0055668016194332,0.0470085640770114,0.0791257200948829,0.075955997904662,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,-0.058419287,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,1
2015-01-27,-0.0569784172661871,-0.311245413339089,0.0770892709386779,0.0084107456690936,0.0378331535729699,0.0791257200948829,0.063398579594665,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,-0.056978405,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,1
2015-01-28,-0.0587896253602304,-0.3429649595687332,0.0773164620682556,0.0332288401253919,0.1315789665424649,0.0572299356586523,0.0653040013857613,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,-0.05878961,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,-1
2015-01-29,-0.0436173306193661,-0.3460237809534199,0.0762412161851835,0.031179845347967,0.1751037031766693,0.0526940020332091,0.0472891044517582,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,-0.04361731,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,1
2015-01-30,-0.0436038117239387,-0.3772487342453947,0.0831820206242077,0.0343106674984403,0.0628618874516024,0.0540997464074388,0.0474782608695651,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,-0.04360372,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,1
2015-02-02,-0.0416666666666666,-0.3940609082041834,0.0731613225315994,0.0466960352422907,0.0204081632653061,0.0458900655572365,0.045391304347826,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,-0.041666687,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,-1
2015-02-03,-0.0032343428403411,-0.3980843736547568,0.0812415931422838,0.0539992394473316,0.0016181600581894,0.0462163534789232,0.0325974473956536,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,-0.0032343864,1.3747,1.6222,2.526,96.3425,-483951000000.0,13.5641,16.4741,17767234432714.7,150.2273,23.0104,1
