,lumber,oil,dollar-index,spy_futures,vix,ten year bond,three year bond,macro_csv\ACDGNO.csv,macro_csv\ADXTNO.csv,macro_csv\ANDENO.csv,macro_csv\AWHMAN.csv,macro_csv\CMRMTSPL.csv,macro_csv\commodity-price-index-300.csv,macro_csv\energy-price-index-300.csv,macro_csv\FF.csv,macro_csv\food-and-beverage-price-index-300.csv,macro_csv\industrial-inputs-price-index-300.csv,macro_csv\IPBUSEQ.csv,macro_csv\IPMAT.csv,macro_csv\IPMINE.csv,macro_csv\IPUTIL.csv,macro_csv\metals-price-index-300.csv,macro_csv\NEWORDER.csv,macro_csv\NPPTTL.csv,macro_csv\PERMIT.csv,macro_csv\PERMIT1.csv,macro_csv\PERMIT5.csv,macro_csv\T10YIE.csv,macro_csv\TCU.csv,macro_csv\UEMPMEAN.csv,real_interest_rate,inflation_consumer_prices_annual,gdp_growth_annual,debt_percent_gdp,net_trades_goods_services,exports_of_goods_services_percent_gdp,imports_of_goods_services_percent_gdp,gni_usd,market_cap_domestic_companies_percent_gdp,merchandise_trade_percent_gdp,labels
2017-02-06,0.0518399999999998,0.2330931907971183,0.0164351101749837,0.0477293790546802,0.0166389186063597,0.0833054533288726,0.0567962018639001,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,0.051840067,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-02-07,0.0366088631984586,0.2152302781577746,0.018686285239456,0.0493048253300618,0.058626531619776,0.0664010624169988,0.0630252100840336,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,0.036608815,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-02-08,0.0295262816353019,0.1916004540295119,0.0182839642636216,0.0428521658343978,-0.0607514160653029,0.0727664511851484,0.0564290705800138,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,0.029526234,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-02-09,0.0223012281835812,0.1678429642699603,0.0060882492743654,0.0337455217843523,-0.2777142660958426,0.0627379572918389,0.060877192982456,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,0.022301197,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-02-10,0.0131663455362878,0.1446459412780656,0.0128734416627687,0.0484058645566674,-0.1609498420146634,0.0639103936748475,0.0603583231866411,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,0.013166308,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-02-13,0.0266406757634827,0.2117805755395683,0.0138790107902704,0.0480212913677389,-0.2610644650699292,0.0685,0.0304019237375472,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,0.026640773,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-02-14,0.0191807542262678,0.1770084911822338,0.0219556383512287,0.0515499825844654,-0.2949283135504612,0.0729027962716377,0.0347390252333219,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,0.019180775,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-02-15,0.0275747508305648,0.2037161405865233,0.0251606545260434,0.0590977969460309,-0.2515337190000251,0.0746833360750125,0.0330824435497987,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,0.027574658,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-02-16,0.0082263902599539,0.1417640807651434,0.0313696036873947,0.0518982932776035,-0.2381262117542935,0.0612380006620325,0.0202161031718368,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,0.008226395,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-02-17,0.0173429319371727,0.0940832113736149,0.0327125906394198,0.0497333642476234,-0.2627173209181679,0.0738569753810081,0.0161715591492352,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,0.017342925,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-02-21,0.0081619327456741,0.1040630182421227,0.0291840929309867,0.0577684602841834,-0.2920854017742416,0.0520694259012015,-0.0028060329708874,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,0.008161902,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-02-22,-0.0231452124286618,0.1014136447449292,0.0299509503372163,0.0484020379805465,-0.1406014931384568,0.0488379925900976,-0.0089067411805798,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,-0.023145199,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-02-23,-0.0543945912722801,0.1088519203121791,0.0245714459702219,0.0646521433591005,-0.0482529829693767,0.0337531486146094,-0.0110822510822511,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,-0.054394543,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-02-24,-0.0663405686334456,0.0427453341360626,0.0248952153400692,0.0615763546798029,-0.024410105098945,0.0211303035384873,-0.0294878427315055,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,-0.066340625,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-02-27,-0.0522775909507796,0.007533703409992,0.0213427561837455,0.0659611992945325,-0.1068965648782664,0.0082740360747972,-0.0354755784061696,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,-0.052277625,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-02-28,-0.0444512568976088,0.0489861473599677,0.0030962844586497,0.0632346027268453,0.0206106485669479,0.0054231717337716,-0.0353509225728574,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,-0.044451237,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-03-01,-0.0276412776412776,0.0323271665043816,0.0069925187032418,0.0673575129533678,0.1331718783542645,-0.0088626292466765,0.0077747062888735,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,-0.027641296,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-03-02,-0.0445319600121176,0.0311084859224255,0.0051076285867897,0.0609756097560976,-0.0834522138439767,-0.0049366463715649,0.0098275862068966,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,-0.044532,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-03-03,-0.0252675386444708,0.0458349940215223,0.0040516711905376,0.063844714686623,-0.1083521132066671,-0.0067567567567566,0.0017099863201093,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,-0.025267541,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-03-06,-0.0188115855479246,0.0126883425852497,-0.0008787259461113,0.0734674777725783,-0.1400147134310517,0.0186069487897249,0.005778382053025,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,-0.018811524,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-03-07,-0.0063578564940963,0.0351539225422044,-0.0005933955079959,0.0745988991685209,-0.1694791196053817,0.0192118226600985,-0.0323668240053944,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,-0.006357789,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-03-08,-0.0289418148929754,0.0656788145774929,-0.0001582497576799,0.0675061210213361,-0.1100846325402492,0.0137187653111219,-0.0340453938584779,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,-0.02894181,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-03-09,-0.0398809523809523,0.0489162855438456,-0.0061910985760472,0.0645463049579044,-0.1051402153759036,0.0166015625,-0.034113712374582,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,-0.03988093,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-03-10,-0.04167881084232,0.0262446931686606,-0.0061910985760472,0.0658388003748828,-0.1646883819542174,-0.0161759948236817,-0.0498327759197324,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,-0.041678846,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-03-13,-0.0452819164475606,0.0418724076634406,0.0023043743722055,0.0711594612414052,-0.1375186948318478,-0.0194670496250201,-0.0496977837474815,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,-0.045281947,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-03-14,0.0030093289196508,0.0576204523107177,0.0082471785967959,0.0714537963507946,-0.2688802217938552,-0.0234561991383437,-0.0318610923803102,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,0.0030093193,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-03-15,0.0002988643156005,0.0524544734758511,0.0059336892886507,0.0806603773584906,-0.2539283469892783,-0.0335302570653042,-0.0139077340569877,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,0.0002988577,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-03-16,-0.0036585365853658,0.0534427542033626,0.0010439338579264,0.0868686868686867,-0.2522469057583527,-0.0355427473583094,-0.0058610584382002,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,-0.0036585927,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-03-17,0.0068027210884356,0.0738104920699471,0.0069832540381211,0.0937985422392162,-0.2071960876163976,-0.0208266581223967,-0.0017202821262686,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,0.0068027973,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-03-20,0.0333333333333334,0.0836685438455351,0.0120462815161459,0.0992320614350852,-0.288093731423647,-0.007409793814433,-0.009725302849343,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-03-21,0.0347602188606372,0.0993839835728951,0.0173905226146715,0.1078125,-0.2297119984651335,0.0054027504911591,-0.0116979184586271,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,0.034760237,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-03-22,0.0180894953982861,0.1487409304310711,0.0071321993434796,0.0863081258806952,-0.2317834967352703,0.0102656020857097,-0.0115957078573899,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,0.018089414,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-03-23,0.0616925064599482,0.1358474394686093,0.0103921490405711,0.0893233434792788,-0.2138181513006036,0.0,0.024348714455985,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,0.061692476,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-03-24,0.0779220779220779,0.1506396118217907,0.0018294190358467,0.081819233884967,-0.2031484263230122,0.0040789688366782,0.0386390836040348,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,0.077922106,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-03-27,0.0693585151416475,0.1719659650694134,-0.0102834087777996,0.0845541584957896,-0.1874040282850123,0.0034426229508197,0.0064319566689234,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,0.06935847,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-03-28,0.0556821882123086,0.2026321760835034,-0.0085503072766678,0.0850758697261289,-0.117384837981291,0.0273285899094437,-0.0072782667569397,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,0.055682182,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-03-29,0.07421875,0.1998217865894407,0.8950406965739164,0.0867854663272391,-0.1580056205171781,0.0391297288520864,-0.0407094594594593,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,0.07421875,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-03-30,0.072357981593145,0.1767452200978212,-0.0270244035023006,0.0829413789147641,-0.2311197471620583,0.006745904272406,-0.037094017094017,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,0.07235789,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-03-31,0.11828993892639,0.1751711950519108,-0.0321596517818973,0.0866413531239214,-0.2631253914983148,-0.004660880745741,-0.039065165472535,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,0.11828995,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-04-03,0.1338939197930142,0.1892073443797581,-0.0352279340446167,0.0817214146732288,-0.3569753452262002,-0.0215226469643431,-0.0149532710280374,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,0.13389385,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-04-04,0.1680181641258515,0.2292098594793827,-0.0360642088141893,0.0844892812105926,-0.3873922299177301,-0.0181112548512289,-0.0031965006729475,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,0.16801822,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-04-05,0.173095623987034,0.2414589104339797,-0.0348154403129216,0.0799133606931143,-0.4156314627231805,-0.0140685640362224,-0.0108713831744439,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,0.17309558,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-04-06,0.1954355512696881,0.1859855926653568,-0.0399918522542097,0.0738552437223043,-0.4814311662668116,-0.0046541486117798,0.004655803126039,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,0.19543552,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-04-07,0.2024343369634849,0.1759929778362958,-0.0335236209005649,0.0875837782574122,-0.5166592623805863,0.0,0.0125691302161889,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,0.2024343,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-04-10,0.1878807310035268,0.1988110964332894,-0.0307843156290349,0.0772187676653477,-0.4200961564731399,-0.0072692793931732,0.0145509282488709,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,0.18788075,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-04-11,0.1741645244215937,0.1645815358067299,-0.028660261128976,0.082017494036124,-0.4092849610443884,0.0067588808550771,0.0200131233595799,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,0.17416441,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
2017-04-12,0.1563291139240505,0.1204394693200663,-0.0242719864474106,0.0779353374929097,-0.2531293681748537,0.006146572104019,0.013978149100257,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,0.15632904,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,-1
2017-04-13,0.1547205557309756,0.1245055173849676,-0.0183211778738048,0.0762933484934622,-0.1879239855564275,0.0100787401574802,0.0122343850611719,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,0.15472054,2.4369,1.2616,1.7114,98.817,-481478000000.0,11.9077,14.6084,18456202039230.6,145.9167,19.7447,1
